Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card,Coffee Type,Roast Type,Size,Unit Price,Profit,Weekday,Month,Year,Revenue,Total_Sold_Quantity
YJU-84377-606,2020-07-07,20259-47723-AC,A-D-1,1,Lyn Entwistle,lentwistle6w@omniture.com,+1 (612) 972-1256,54 Canary Terrace,Minneapolis,United States,55458,Yes,Arabica,Dark,1.0,9.95,0.8954999999999999,Tuesday,7,2020,9.95,1.0
VNC-93921-469,2020-01-31,04666-71569-RI,L-L-1,1,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,United States,53205,Yes,Liberica,Light,1.0,15.85,2.0605,Friday,1,2020,15.85,1.0
OGB-91614-810,2020-02-18,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,+1 (704) 892-0605,37340 Lerdahl Avenue,Charlotte,United States,28225,Yes,Robusta,Medium,0.2,2.985,0.1790999999999999,Tuesday,2,2020,2.985,0.2
BQI-61647-496,2021-06-13,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,+1 (602) 260-2399,941 Graceland Terrace,Phoenix,United States,85099,Yes,Excelsa,Medium,1.0,13.75,1.5125,Sunday,6,2021,68.75,5.0
IOM-51636-823,2022-08-06,04609-95151-XH,A-D-1,3,Devy Bulbrook,,+1 (212) 360-7479,567 Farmco Hill,Jamaica,United States,11407,No,Arabica,Dark,1.0,9.95,0.8954999999999999,Saturday,8,2022,29.85,3.0
GGD-38107-641,2021-11-23,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,+1 (217) 146-0949,76 Briar Crest Avenue,Champaign,United States,61825,No,Liberica,Medium,1.0,14.55,1.8915,Tuesday,11,2021,58.2,4.0
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,,1065 Myrtle Center,Swindon,United Kingdom,SN1,No,Robusta,Light,0.5,7.169999999999999,0.4301999999999999,Wednesday,10,2021,28.68,2.0
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,+1 (520) 951-0585,72657 Shelley Alley,Tucson,United States,85715,No,Robusta,Light,0.5,7.169999999999999,0.4301999999999999,Tuesday,8,2021,21.51,1.5
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,+1 (414) 703-7269,32764 Buell Pass,Milwaukee,United States,53205,Yes,Liberica,Medium,0.5,8.73,1.1349,Thursday,1,2020,17.46,1.0
FOJ-02234-063,2022-04-25,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,+1 (954) 368-3867,6384 Darwin Avenue,Pompano Beach,United States,33064,Yes,Excelsa,Dark,2.5,27.945,3.07395,Monday,4,2022,27.945,2.5
MSJ-11909-468,2021-11-13,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,+1 (562) 516-6052,45604 Bunker Hill Court,Whittier,United States,90610,No,Excelsa,Dark,2.5,27.945,3.07395,Saturday,11,2021,139.725,12.5
DKB-78053-329,2021-06-08,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,+44 (878) 199-6257,667 Florence Drive,Sheffield,United Kingdom,S33,No,Robusta,Medium,0.2,2.985,0.1790999999999999,Tuesday,6,2021,5.97,0.4
DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,,26 Linden Center,Saint Louis,United States,63180,Yes,Robusta,Light,2.5,27.485,1.6490999999999998,Saturday,11,2020,27.485,2.5
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,+1 (814) 215-3753,21342 Schiller Parkway,Erie,United States,16522,Yes,Robusta,Light,1.0,11.95,0.717,Thursday,3,2019,59.75,5.0
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,+1 (253) 638-4435,04 Hanson Junction,Tacoma,United States,98464,No,Excelsa,Medium,1.0,13.75,1.5125,Friday,8,2019,41.25,3.0
NXV-05302-067,2019-04-22,25754-33191-ZI,L-M-2.5,4,Mar McIver,,+1 (571) 479-3812,6 Carberry Pass,Richmond,United States,23277,No,Liberica,Medium,2.5,33.465,4.35045,Monday,4,2019,133.86,10.0
VZH-86274-142,2022-05-02,53120-45532-KL,R-L-1,5,Arabella Fransewich,,+353 (336) 656-6944,675 Ruskin Road,Kinsealy-Drinan,Ireland,D17,Yes,Robusta,Light,1.0,11.95,0.717,Monday,5,2022,59.75,5.0
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,+1 (501) 899-4038,87597 Butternut Alley,Little Rock,United States,72204,Yes,Arabica,Dark,0.5,5.97,0.5373,Tuesday,2,2020,5.97,0.5
AXR-10962-010,2021-03-28,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,+44 (638) 528-2467,5021 Summit Drive,Newton,United Kingdom,NG34,No,Excelsa,Dark,1.0,12.15,1.3365,Sunday,3,2021,24.3,2.0
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,+1 (775) 344-1930,4306 Northfield Place,Sparks,United States,89436,Yes,Excelsa,Dark,0.2,3.645,0.40095,Saturday,5,2021,21.87,1.2000000000000002
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,72 Maryland Terrace,Charlottesville,United States,22908,Yes,Arabica,Dark,1.0,9.95,0.8954999999999999,Thursday,11,2019,19.9,2.0
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,+1 (972) 686-6332,41524 Mandrake Center,Denton,United States,76210,No,Arabica,Dark,0.2,2.985,0.26865,Monday,5,2021,5.97,0.4
OGY-19377-175,2019-07-09,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,,,5915 Hallows Court,Tullamore,Ireland,R35,Yes,Excelsa,Dark,0.5,7.29,0.8019000000000001,Tuesday,7,2019,7.29,0.5
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,+1 (919) 448-8909,38 Dryden Plaza,Raleigh,United States,27635,Yes,Arabica,Dark,0.2,2.985,0.26865,Wednesday,5,2020,11.94,0.8
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,+353 (259) 651-4128,4825 Bowman Crossing,Shankill,Ireland,A98,Yes,Robusta,Light,1.0,11.95,0.717,Friday,8,2021,71.69999999999999,6.0
MDC-03318-645,2022-04-30,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,+1 (917) 310-4684,6223 North Hill,New York City,United States,10105,No,Arabica,Light,0.2,3.885,0.3496499999999999,Saturday,4,2022,7.77,0.4
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,+1 (203) 768-3169,02670 Superior Way,Stamford,United States,6905,No,Arabica,Medium,2.5,25.875,2.3287499999999994,Wednesday,6,2020,25.875,2.5
SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,+1 (419) 561-6809,7 Eastlawn Alley,Toledo,United States,43666,No,Excelsa,Light,2.5,34.154999999999994,3.75705,Monday,6,2022,204.92999999999995,15.0
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,+353 (262) 842-7103,305 Holy Cross Way,Castleblayney,Ireland,A75,Yes,Robusta,Light,2.5,27.485,1.6490999999999998,Wednesday,6,2020,109.93999999999998,10.0
XUS-73326-418,2020-12-18,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,+1 (573) 758-1104,0 Manitowish Hill,Columbia,United States,65211,No,Excelsa,Light,1.0,14.85,1.6335,Friday,12,2020,89.1,6.0
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,+1 (260) 500-7893,2793 Vera Point,Fort Wayne,United States,46852,Yes,Arabica,Light,0.2,3.885,0.3496499999999999,Saturday,8,2019,7.77,0.4
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,+1 (314) 572-2164,091 Old Gate Road,Saint Louis,United States,63143,Yes,Liberica,Medium,2.5,33.465,4.35045,Monday,2,2019,33.465,2.5
JEG-93140-224,2021-02-07,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,,+1 (208) 826-3825,91 Old Gate Road,Portland,United States,97211,Yes,Excelsa,Medium,0.5,8.25,0.9075,Sunday,2,2021,41.25,2.5
NNH-62058-950,2021-01-14,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,+1 (303) 516-4935,4 Linden Park,Boulder,United States,80305,Yes,Excelsa,Light,1.0,14.85,1.6335,Thursday,1,2021,59.4,4.0
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,+44 (564) 507-1056,1 Hanover Terrace,Norton,United Kingdom,NN11,No,Arabica,Light,0.5,7.77,0.6992999999999999,Sunday,2,2019,7.77,0.5
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,+44 (522) 740-3583,2 Morrow Hill,Sheffield,United Kingdom,S33,Yes,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Sunday,6,2019,5.369999999999999,0.5
IYO-10245-081,2020-05-09,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,,+1 (502) 913-2943,27 Pine View Crossing,Louisville,United States,40298,No,Excelsa,Medium,2.5,31.625,3.47875,Saturday,5,2020,94.875,7.5
BYZ-39669-954,2020-07-18,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,+1 (716) 790-4379,7536 Homewood Place,Buffalo,United States,14276,No,Liberica,Light,2.5,36.455,4.73915,Saturday,7,2020,36.455,2.5
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,,801 Sloan Plaza,Canton,United States,44710,Yes,Arabica,Medium,0.2,3.375,0.3037499999999999,Thursday,10,2019,13.5,0.8
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,+1 (617) 552-8968,2469 Hayes Lane,Boston,United States,2114,No,Robusta,Light,0.2,3.5849999999999995,0.2150999999999999,Monday,5,2022,14.339999999999998,0.8
LYP-52345-883,2021-03-24,17649-28133-PY,E-M-0.5,1,Mathew Goulter,,+353 (968) 887-1849,3 Sunfield Terrace,Kinlough,Ireland,F94,Yes,Excelsa,Medium,0.5,8.25,0.9075,Wednesday,3,2021,8.25,0.5
DFK-35846-692,2019-11-03,49612-33852-CN,R-D-0.2,5,Marris Grcic,,,758 Acker Point,Lynchburg,United States,24515,Yes,Robusta,Dark,0.2,2.685,0.1610999999999999,Sunday,11,2019,13.424999999999995,1.0
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,+1 (626) 268-7265,472 Mosinee Crossing,Los Angeles,United States,90071,No,Arabica,Dark,1.0,9.95,0.8954999999999999,Thursday,10,2021,49.75,5.0
QKA-72582-644,2020-12-16,64852-04619-XZ,E-M-0.5,2,Violante Skouling,,,9366 Bunting Center,Drumcondra,Ireland,D11,No,Excelsa,Medium,0.5,8.25,0.9075,Wednesday,12,2020,16.5,1.0
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,,641 Birchwood Place,Birmingham,United States,35236,No,Arabica,Dark,0.5,5.97,0.5373,Monday,11,2021,17.91,1.5
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,+1 (202) 727-7464,5205 Graceland Point,Alexandria,United States,22309,No,Arabica,Dark,0.5,5.97,0.5373,Saturday,3,2021,29.85,2.5
KZR-33023-209,2022-04-08,21177-40725-CF,E-L-1,3,Micki Fero,,+1 (203) 722-1559,9 Burrows Way,Danbury,United States,6816,No,Excelsa,Light,1.0,14.85,1.6335,Friday,4,2022,44.55,3.0
ULM-49433-003,2020-08-14,99421-80253-UI,E-M-1,2,Cybill Graddell,,,8 Reindahl Alley,Albany,United States,12205,No,Excelsa,Medium,1.0,13.75,1.5125,Friday,8,2020,27.5,2.0
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,+1 (941) 130-0581,6023 Novick Parkway,Naples,United States,34108,Yes,Robusta,Medium,0.5,5.97,0.3581999999999999,Sunday,5,2019,35.82,3.0
NOK-50349-551,2021-03-03,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,+1 (305) 898-4252,9715 Shopko Hill,Miami Beach,United States,33141,Yes,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Wednesday,3,2021,16.11,1.5
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,+1 (404) 479-6402,1961 Sage Way,Atlanta,United States,30358,Yes,Excelsa,Light,0.2,4.455,0.49005,Tuesday,2,2020,26.73,1.2000000000000002
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,+1 (361) 383-8015,29668 Bashford Trail,Corpus Christi,United States,78405,Yes,Excelsa,Light,2.5,34.154999999999994,3.75705,Saturday,4,2019,204.92999999999995,15.0
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,+1 (808) 868-6669,80254 Cherokee Alley,Honolulu,United States,96835,Yes,Arabica,Light,1.0,12.95,1.1655,Saturday,3,2022,38.85,3.0
WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,+1 (512) 635-4547,4019 Hagan Plaza,Austin,United States,78737,Yes,Liberica,Dark,0.2,3.885,0.50505,Monday,9,2020,15.54,0.8
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,+1 (410) 158-5285,09771 Rigney Center,Baltimore,United States,21290,No,Arabica,Medium,0.5,6.75,0.6074999999999999,Thursday,10,2019,6.75,0.5
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,,6094 Dawn Junction,Lexington,United States,40596,Yes,Excelsa,Dark,2.5,27.945,3.07395,Wednesday,8,2021,111.78,10.0
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,Arabica,Light,0.2,3.885,0.3496499999999999,Sunday,12,2019,3.885,0.2
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,+44 (237) 377-1917,88 West Avenue,Eaton,United Kingdom,DN22,No,Liberica,Medium,0.2,4.365,0.56745,Wednesday,11,2019,21.825000000000003,1.0
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,+1 (402) 659-3815,8580 Autumn Leaf Trail,Lincoln,United States,68505,No,Robusta,Medium,0.2,2.985,0.1790999999999999,Saturday,2,2020,14.925,1.0
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,+1 (513) 141-9892,14777 Leroy Avenue,Cincinnati,United States,45254,Yes,Arabica,Medium,1.0,11.25,1.0125,Sunday,1,2021,33.75,3.0
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,,88 Jenna Point,Sheffield,United Kingdom,S33,No,Arabica,Medium,1.0,11.25,1.0125,Friday,6,2022,33.75,3.0
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,+1 (860) 182-4246,9076 Manley Center,West Hartford,United States,6127,Yes,Liberica,Medium,0.2,4.365,0.56745,Monday,2,2020,26.19,1.2000000000000002
ZGM-83108-823,2022-01-25,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,+353 (522) 527-0155,826 Judy Alley,Listowel,Ireland,V31,No,Excelsa,Light,1.0,14.85,1.6335,Tuesday,1,2022,14.85,1.0
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,+1 (704) 883-8274,7 Corben Plaza,Charlotte,United States,28299,Yes,Excelsa,Medium,2.5,31.625,3.47875,Thursday,4,2020,189.75,15.0
RNH-54912-747,2021-05-01,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,+1 (318) 839-1492,12 Stone Corner Avenue,Alexandria,United States,71307,Yes,Robusta,Medium,0.5,5.97,0.3581999999999999,Saturday,5,2021,5.97,0.5
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,+44 (418) 372-8139,59 Rieder Lane,Belfast,United Kingdom,BT2,Yes,Robusta,Medium,1.0,9.95,0.597,Thursday,10,2021,29.85,3.0
SYX-48878-182,2021-08-29,47725-34771-FJ,R-D-1,5,Stacy Pickworth,,+1 (702) 723-3139,81014 Delladonna Terrace,Las Vegas,United States,89115,No,Robusta,Dark,1.0,8.95,0.5369999999999999,Sunday,8,2021,44.75,5.0
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,+1 (515) 216-0617,0528 Thackeray Pass,Des Moines,United States,50369,Yes,Excelsa,Light,2.5,34.154999999999994,3.75705,Friday,12,2019,34.154999999999994,2.5
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,+353 (360) 805-4030,1 Annamark Drive,Ballivor,Ireland,D17,No,Excelsa,Light,2.5,34.154999999999994,3.75705,Tuesday,6,2019,204.92999999999995,15.0
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,Excelsa,Dark,0.5,7.29,0.8019000000000001,Saturday,3,2019,21.87,1.5
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,Tess Bennison,tbennison8u@google.cn,+1 (561) 413-7904,00225 Fieldstone Center,West Palm Beach,United States,33405,Yes,Arabica,Medium,2.5,25.875,2.3287499999999994,Sunday,1,2022,51.74999999999999,5.0
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,Excelsa,Medium,0.2,4.125,0.45375,Tuesday,7,2019,8.25,0.4
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,Gabie Tweed,gtweed8v@yolasite.com,,0 Fairview Lane,Fresno,United States,93715,Yes,Arabica,Light,0.2,3.885,0.3496499999999999,Tuesday,7,2019,19.425,1.0
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,Gaile Goggin,ggoggin8x@wix.com,+353 (484) 159-9549,654 Mandrake Plaza,Sandyford,Ireland,D04,Yes,Arabica,Medium,0.2,3.375,0.3037499999999999,Saturday,12,2020,20.25,1.2000000000000002
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,sjeyness8y@biglobe.ne.jp,+353 (460) 272-4069,43 Fremont Point,Dublin,Ireland,D04,No,Liberica,Dark,0.5,7.77,1.0101,Thursday,12,2020,23.31,1.5
CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5,Donica Bonhome,dbonhome8z@shinystat.com,+1 (865) 238-4985,73509 Victoria Junction,Knoxville,United States,37924,Yes,Excelsa,Dark,0.2,3.645,0.40095,Saturday,6,2021,18.225,1.0
OQS-46321-904,2019-07-20,19597-91185-CM,E-M-1,1,Diena Peetermann,,+1 (913) 671-7118,05926 Northfield Parkway,Shawnee Mission,United States,66276,No,Excelsa,Medium,1.0,13.75,1.5125,Saturday,7,2019,13.75,1.0
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,tle91@epa.gov,+1 (415) 176-8216,96 Rigney Trail,San Francisco,United States,94132,Yes,Arabica,Light,2.5,29.785,2.6806499999999995,Thursday,7,2022,29.785,2.5
DGZ-82537-477,2020-08-14,43439-94003-DW,R-D-1,5,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,Robusta,Dark,1.0,8.95,0.5369999999999999,Friday,8,2020,44.75,5.0
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,Baudoin Alldridge,balldridge93@yandex.ru,+1 (646) 561-0082,14 Oriole Hill,Brooklyn,United States,11215,Yes,Robusta,Dark,1.0,8.95,0.5369999999999999,Wednesday,4,2019,44.75,5.0
MQU-86100-929,2019-06-04,64418-01720-VW,L-L-0.5,4,Homer Dulany,,+1 (915) 761-6081,1988 Autumn Leaf Crossing,El Paso,United States,79934,Yes,Liberica,Light,0.5,9.51,1.2363,Tuesday,6,2019,38.04,2.0
XUR-14132-391,2022-08-08,96836-09258-RI,R-D-0.5,4,Lisa Goodger,lgoodger95@guardian.co.uk,,86634 Nova Plaza,Sacramento,United States,94250,Yes,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Monday,8,2022,21.48,2.0
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,+1 (330) 407-0631,6404 Heffernan Junction,Akron,United States,44315,No,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Wednesday,11,2019,16.11,1.5
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,Corine Drewett,cdrewett97@wikipedia.org,+1 (561) 651-3098,1881 Elgar Parkway,Boynton Beach,United States,33436,Yes,Robusta,Medium,2.5,22.885,1.3730999999999998,Sunday,6,2020,22.885,2.5
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,Quinn Parsons,qparsons98@blogtalkradio.com,+1 (323) 848-5169,47 Farwell Park,Los Angeles,United States,90094,Yes,Arabica,Dark,0.5,5.97,0.5373,Monday,8,2019,17.91,1.5
WXT-85291-143,2019-09-04,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,vceely99@auda.org.au,+1 (410) 876-8486,080 Stoughton Hill,Baltimore,United States,21275,Yes,Robusta,Medium,0.5,5.97,0.3581999999999999,Wednesday,9,2019,23.88,2.0
QNP-18893-547,2019-10-04,76930-61689-CH,R-L-1,5,Elonore Goodings,,,7 Grim Point,Salt Lake City,United States,84125,No,Robusta,Light,1.0,11.95,0.717,Friday,10,2019,59.75,5.0
DOH-92927-530,2020-02-24,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,cvasiliev9b@discuz.net,+1 (214) 507-8264,49 Eliot Alley,Garland,United States,75049,Yes,Liberica,Light,0.2,4.755,0.61815,Monday,2,2020,28.53,1.2000000000000002
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,Terencio O'Moylan,tomoylan9c@liveinternet.ru,+44 (911) 807-7254,19 Kings Pass,Church End,United Kingdom,CB4,No,Arabica,Medium,1.0,11.25,1.0125,Thursday,8,2021,45.0,4.0
YPT-95383-088,2021-10-03,43439-94003-DW,E-D-2.5,2,Flynn Antony,,+1 (205) 680-5859,5678 Doe Crossing Junction,Birmingham,United States,35244,No,Excelsa,Dark,2.5,27.945,3.07395,Sunday,10,2021,55.89,5.0
OYH-16533-767,2020-06-13,44932-34838-RM,E-L-1,4,Wyatan Fetherston,wfetherston9e@constantcontact.com,+1 (212) 724-3420,74 Morning Avenue,New York City,United States,10184,No,Excelsa,Light,1.0,14.85,1.6335,Saturday,6,2020,59.4,4.0
DWW-28642-549,2021-03-01,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,erasmus9f@techcrunch.com,+1 (617) 830-9474,045 Jackson Junction,Boston,United States,2216,Yes,Excelsa,Dark,0.2,3.645,0.40095,Monday,3,2021,7.29,0.4
CGO-79583-871,2019-03-04,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,wgiorgioni9g@wikipedia.org,+1 (415) 960-7198,45 Trailsway Avenue,San Francisco,United States,94132,Yes,Excelsa,Dark,0.5,7.29,0.8019000000000001,Monday,3,2019,7.29,0.5
TFY-52090-386,2019-10-13,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,Excelsa,Light,0.5,8.91,0.9801,Sunday,10,2019,17.82,1.0
TFY-52090-386,2019-10-13,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,lscargle9h@myspace.com,+1 (317) 136-7045,62 Pepper Wood Plaza,Indianapolis,United States,46295,No,Liberica,Dark,0.5,7.77,1.0101,Sunday,10,2019,38.85,2.5
NYY-73968-094,2019-08-15,70451-38048-AH,R-D-0.5,6,Noam Climance,nclimance9j@europa.eu,,34 Orin Crossing,Seattle,United States,98148,No,Robusta,Dark,0.5,5.369999999999999,0.3221999999999999,Thursday,8,2019,32.22,3.0
QEY-71761-460,2021-11-29,35442-75769-PL,R-M-1,2,Catarina Donn,,+353 (950) 306-4776,74 Logan Avenue,Dunmanway,Ireland,P47,Yes,Robusta,Medium,1.0,9.95,0.597,Monday,11,2021,19.9,2.0
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,Ameline Snazle,asnazle9l@oracle.com,+1 (334) 193-6359,246 Katie Terrace,Montgomery,United States,36109,No,Robusta,Light,1.0,11.95,0.717,Sunday,1,2020,59.75,5.0
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,rworg9m@arstechnica.com,+1 (214) 985-2470,8753 Texas Court,Dallas,United States,75372,Yes,Arabica,Light,0.5,7.77,0.6992999999999999,Friday,5,2021,23.31,1.5
YAU-98893-150,2022-01-15,77043-48851-HG,L-M-1,3,Lewes Danes,ldanes9n@umn.edu,+1 (785) 398-5129,37 Graedel Court,Topeka,United States,66622,No,Liberica,Medium,1.0,14.55,1.8915,Saturday,1,2022,43.650000000000006,3.0
XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6,Shelli Keynd,skeynd9o@narod.ru,+1 (903) 299-3053,9 Iowa Court,Tyler,United States,75799,No,Excelsa,Light,2.5,34.154999999999994,3.75705,Wednesday,12,2019,204.92999999999995,15.0
JPB-45297-000,2022-07-01,83105-86631-IU,R-L-0.2,4,Dell Daveridge,ddaveridge9p@arstechnica.com,+1 (213) 474-2139,09652 Crowley Lane,Los Angeles,United States,90065,No,Robusta,Light,0.2,3.5849999999999995,0.2150999999999999,Friday,7,2022,14.339999999999998,0.8
